Date;Area Name;Electric;Plug-In Hybrid*;Hybrid;All Hybrids;Gas;Diesel;Electric: Difference;Plug-In Hybrid*: Difference;Hybrid: Difference;All Hybrids: Difference;Gas: Difference;Diesel: Difference;Year;Month
2021-09-30 00:00:00;Person County;21.0;16.0;397.0;413.0;37600.0;2518.0;-1.0;2.0;4.0;6.0;-69.0;-3.0;2021;09
2019-03-01 00:00:00;Beaufort County;18.0;11.0;455.0;466.0;39497.0;2990.0;0.0;0.0;11.0;11.0;385.0;0.0;2019;03
2019-03-01 00:00:00;Montgomery County;5.0;9.0;194.0;203.0;22634.0;1581.0;-1.0;0.0;2.0;2.0;316.0;12.0;2019;03
2019-03-01 00:00:00;Wayne County;20.0;30.0;727.0;757.0;88413.0;4735.0;1.0;2.0;9.0;11.0;1256.0;70.0;2019;03
2020-03-01 00:00:00;Pasquotank County;11.0;18.0;300.0;318.0;29891.0;1847.0;0.0;-1.0;0.0;-1.0;114.0;-3.0;2020;03
2020-05-01 00:00:00;Gates County;4.0;4.0;74.0;78.0;9824.0;795.0;0.0;-1.0;0.0;-1.0;-61.0;2.0;2020;05
2020-05-01 00:00:00;Stokes County;5.0;16.0;373.0;389.0;43800.0;3170.0;-1.0;0.0;-3.0;-3.0;-221.0;-15.0;2020;05
2021-11-30 00:00:00;Polk County;34.0;21.0;417.0;438.0;18350.0;1818.0;-1.0;-1.0;1.0;0.0;35.0;-7.0;2021;11
2020-07-01 00:00:00;Columbus County;3.0;7.0;259.0;266.0;42399.0;2958.0;1.0;0.0;-3.0;-3.0;156.0;32.0;2020;07
2020-02-29 00:00:00;Buncombe County;577.0;483.0;6304.0;6787.0;201079.0;12288.0;5.0;10.0;28.0;38.0;274.0;-8.0;2020;02
2019-11-01 00:00:00;Pamlico County;6.0;7.0;129.0;136.0;10753.0;864.0;0.0;1.0;-1.0;0.0;-33.0;-13.0;2019;11
2019-05-01 00:00:00;New Hanover County;206.0;151.0;3133.0;3284.0;154976.0;6760.0;11.0;1.0;8.0;9.0;611.0;48.0;2019;05
2019-05-01 00:00:00;Polk County;8.0;15.0;354.0;369.0;18241.0;1655.0;0.0;0.0;1.0;1.0;37.0;4.0;2019;05
2018-11-01 00:00:00;Dare County;17.0;25.0;523.0;548.0;33071.0;2303.0;0.0;1.0;5.0;6.0;155.0;2.0;2018;11
2018-11-01 00:00:00;Iredell County;92.0;116.0;1813.0;1929.0;143143.0;10192.0;2.0;4.0;23.0;27.0;142.0;76.0;2018;11
2018-11-01 00:00:00;Tyrrell County;1.0;1.0;25.0;26.0;2678.0;276.0;0.0;0.0;0.0;0.0;2.0;0.0;2018;11
2020-08-01 00:00:00;Randolph County;42.0;64.0;1147.0;1211.0;119251.0;8808.0;0.0;1.0;-5.0;-4.0;-218.0;-6.0;2020;08
2020-08-01 00:00:00;Rutherford County;23.0;31.0;551.0;582.0;54405.0;3914.0;3.0;1.0;-7.0;-6.0;-76.0;12.0;2020;08
2020-08-01 00:00:00;Sampson County;11.0;10.0;283.0;293.0;52740.0;4463.0;1.0;2.0;4.0;6.0;-98.0;53.0;2020;08
2022-08-31 00:00:00;Davidson County;193.0;110.0;1805.0;1915.0;140955.0;21315.0;12.0;13.0;13.0;11.0;138.0;305.0;2022;08
2023-01-31 00:00:00;Mitchell County;23.0;11.0;158.0;169.0;14697.0;1204.0;1.0;0.0;-1.0;-1.0;45.0;-1.0;2023;01
2023-01-31 00:00:00;Pender County;146.0;83.0;1007.0;1090.0;53850.0;4126.0;0.0;9.0;10.0;19.0;303.0;56.0;2023;01
2023-01-31 00:00:00;Stokes County;45.0;28.0;468.0;496.0;44318.0;3453.0;1.0;-1.0;8.0;7.0;128.0;14.0;2023;01
2023-02-28 00:00:00;Avery County;31.0;8.0;191.0;199.0;15784.0;1712.0;3.0;0.0;1.0;1.0;10.0;5.0;2023;02
2023-02-28 00:00:00;Pamlico County;24.0;18.0;173.0;191.0;11250.0;1005.0;2.0;-1.0;-2.0;-3.0;3.0;-4.0;2023;02
2023-04-30 00:00:00;Guilford County;1925.0;687.0;9384.0;10071.0;355734.0;20659.0;74.0;15.0;92.0;107.0;-1890.0;-10.0;2023;04
2023-06-30 00:00:00;Polk County;89.0;39.0;525.0;564.0;18455.0;1874.0;7.0;0.0;9.0;9.0;0.0;-6.0;2023;06
2023-06-30 00:00:00;Sampson County;29.0;25.0;390.0;415.0;54260.0;5060.0;3.0;1.0;-1.0;0.0;-54.0;24.0;2023;06
2023-08-30 00:00:00;Camden County;19.0;13.0;203.0;216.0;9875.0;977.0;2.0;0.0;6.0;6.0;52.0;-2.0;2023;08
2023-08-30 00:00:00;Johnston County;773.0;284.0;3229.0;3513.0;172372.0;11052.0;34.0;0.0;91.0;91.0;1021.0;53.0;2023;08
2023-08-30 00:00:00;Moore County;565.0;258.0;2599.0;2857.0;88046.0;14139.0;14.0;14.0;56.0;70.0;246.0;50.0;2023;08
2023-09-30 00:00:00;Cherokee County;41.0;35.0;317.0;352.0;26444.0;2158.0;0.0;1.0;-5.0;-4.0;16.0;9.0;2023;09
2023-09-30 00:00:00;Nash County;146.0;56.0;976.0;1032.0;79135.0;6103.0;12.0;-3.0;22.0;19.0;22.0;47.0;2023;09
2023-10-31 00:00:00;Brunswick County;621.0;301.0;3534.0;3835.0;135766.0;6234.0;22.0;17.0;77.0;94.0;1039.0;60.0;2023;10
2023-10-31 00:00:00;Pitt County;426.0;202.0;2398.0;2600.0;114713.0;5765.0;6.0;4.0;59.0;63.0;477.0;26.0;2023;10
2023-11-30 00:00:00;Columbus County;34.0;25.0;361.0;386.0;42692.0;3203.0;3.0;0.0;-1.0;-1.0;-31.0;0.0;2023;11
2023-11-30 00:00:00;Graham County;11.0;9.0;78.0;87.0;6942.0;825.0;0.0;0.0;-2.0;-2.0;5.0;15.0;2023;11
2023-12-31 00:00:00;Swain County;42.0;19.0;219.0;238.0;14135.0;1476.0;1.0;-1.0;3.0;2.0;33.0;6.0;2023;12
2021-10-31 00:00:00;Union County;777.0;279.0;3133.0;3412.0;183485.0;13206.0;31.0;11.0;36.0;47.0;167.0;32.0;2021;10
2021-11-30 00:00:00;Vance County;24.0;16.0;328.0;344.0;35040.0;1855.0;1.0;0.0;-3.0;-3.0;-94.0;1.0;2021;11
2020-04-01 00:00:00;Carteret County;57.0;46.0;786.0;832.0;58295.0;3857.0;-1.0;-1.0;-5.0;-6.0;-841.0;-37.0;2020;04
2020-04-01 00:00:00;Davie County;28.0;23.0;470.0;493.0;38942.0;3142.0;0.0;-3.0;-10.0;-13.0;-336.0;-23.0;2020;04
2020-05-01 00:00:00;Randolph County;39.0;65.0;1156.0;1221.0;120171.0;8860.0;1.0;-4.0;1.0;-3.0;-644.0;-251.0;2020;05
2020-05-01 00:00:00;Transylvania County;41.0;26.0;590.0;616.0;27171.0;2107.0;0.0;-1.0;-2.0;-3.0;-362.0;-26.0;2020;05
2020-02-29 00:00:00;Perquimans County;3.0;8.0;138.0;146.0;11311.0;911.0;0.0;0.0;-1.0;-1.0;56.0;-7.0;2020;02
2023-02-28 00:00:00;Macon County;103.0;60.0;472.0;532.0;32629.0;3018.0;6.0;2.0;3.0;5.0;42.0;-8.0;2023;02
2023-02-28 00:00:00;Sampson County;22.0;22.0;373.0;395.0;54342.0;5024.0;0.0;0.0;1.0;1.0;102.0;-33.0;2023;02
2023-02-28 00:00:00;Stanly County;76.0;46.0;503.0;549.0;54823.0;4929.0;2.0;1.0;8.0;9.0;224.0;23.0;2023;02
2023-05-31 00:00:00;Richmond County;36.0;15.0;320.0;335.0;34492.0;2013.0;2.0;1.0;1.0;2.0;-29.0;7.0;2023;05
2023-05-31 00:00:00;Vance County;37.0;22.0;376.0;398.0;33962.0;1863.0;1.0;0.0;7.0;7.0;-110.0;11.0;2023;05
2023-06-30 00:00:00;Avery County;37.0;12.0;203.0;215.0;16018.0;1762.0;1.0;1.0;10.0;11.0;68.0;20.0;2023;06
2023-06-30 00:00:00;Cabarrus County;1427.0;339.0;3481.0;3820.0;165273.0;9907.0;67.0;11.0;81.0;92.0;203.0;16.0;2023;06
2023-07-31 00:00:00;Rutherford County;95.0;50.0;795.0;845.0;56478.0;4265.0;2.0;0.0;4.0;4.0;-37.0;10.0;2023;07
2023-08-30 00:00:00;Halifax County;40.0;18.0;397.0;415.0;41852.0;2293.0;-1.0;2.0;4.0;6.0;4.0;7.0;2023;08
2023-09-30 00:00:00;Craven County;229.0;117.0;1671.0;1788.0;80676.0;4657.0;6.0;-1.0;20.0;19.0;-34.0;7.0;2023;09
2023-09-30 00:00:00;Transylvania County;189.0;74.0;804.0;878.0;27371.0;2410.0;6.0;2.0;5.0;7.0;-36.0;15.0;2023;09
2023-11-30 00:00:00;Yadkin County;55.0;30.0;433.0;463.0;36398.0;3496.0;0.0;4.0;-1.0;3.0;6.0;-13.0;2023;11
2023-12-31 00:00:00;Alamance County;561.0;213.0;2931.0;3144.0;135800.0;7712.0;7.0;1.0;66.0;67.0;191.0;32.0;2023;12
2023-12-31 00:00:00;Iredell County;1050.0;373.0;3323.0;3696.0;155979.0;11226.0;30.0;11.0;41.0;52.0;94.0;43.0;2023;12
2023-12-31 00:00:00;Nash County;160.0;55.0;1039.0;1094.0;79459.0;6176.0;6.0;-3.0;19.0;16.0;-60.0;19.0;2023;12
2020-10-01 00:00:00;Wilson County;29.0;22.0;529.0;551.0;61108.0;4042.0;4.0;1.0;7.0;8.0;363.0;15.0;2020;10
2023-01-31 00:00:00;Carteret County;185.0;87.0;1054.0;1141.0;61124.0;4382.0;12.0;6.0;5.0;11.0;281.0;19.0;2023;01
2023-02-28 00:00:00;Clay County;19.0;26.0;202.0;228.0;10815.0;949.0;0.0;0.0;4.0;4.0;41.0;7.0;2023;02
2023-03-31 00:00:00;Orange County;1770.0;713.0;6305.0;7018.0;90863.0;4057.0;72.0;16.0;68.0;84.0;504.0;-9.0;2023;03
2023-04-30 00:00:00;New Hanover County;1008.0;468.0;4477.0;4945.0;162650.0;8162.0;10.0;6.0;21.0;27.0;-317.0;10.0;2023;04
2023-05-31 00:00:00;Burke County;134.0;71.0;1015.0;1086.0;74044.0;4748.0;6.0;4.0;20.0;24.0;-87.0;6.0;2023;05
2023-05-31 00:00:00;Chatham County;950.0;330.0;2743.0;3073.0;66918.0;4630.0;24.0;8.0;44.0;52.0;232.0;20.0;2023;05
2023-05-31 00:00:00;McDowell County;87.0;45.0;496.0;541.0;40142.0;2781.0;3.0;0.0;7.0;7.0;-17.0;9.0;2023;05
2023-06-30 00:00:00;Duplin County;31.0;24.0;381.0;405.0;45322.0;4191.0;1.0;0.0;4.0;4.0;-4.0;25.0;2023;06
2023-07-31 00:00:00;Cabarrus County;1475.0;342.0;3522.0;3864.0;165000.0;9886.0;48.0;3.0;41.0;44.0;-273.0;-21.0;2023;07
2023-07-31 00:00:00;Lee County;146.0;71.0;947.0;1018.0;48541.0;3157.0;7.0;-3.0;-6.0;-9.0;-50.0;22.0;2023;07
2023-07-31 00:00:00;Lincoln County;350.0;147.0;1270.0;1417.0;76697.0;6100.0;17.0;4.0;7.0;11.0;-50.0;47.0;2023;07
2023-07-31 00:00:00;Stokes County;57.0;25.0;506.0;531.0;44483.0;3472.0;1.0;-1.0;5.0;4.0;-27.0;3.0;2023;07
2023-08-30 00:00:00;Columbus County;30.0;23.0;348.0;371.0;42595.0;3188.0;3.0;3.0;11.0;14.0;103.0;37.0;2023;08
2023-10-31 00:00:00;New Hanover County;1210.0;544.0;4800.0;5344.0;164218.0;8331.0;36.0;13.0;104.0;117.0;401.0;30.0;2023;10
2023-11-30 00:00:00;Warren County;32.0;21.0;206.0;227.0;16716.0;1089.0;-1.0;0.0;1.0;1.0;-14.0;-28.0;2023;11
2023-12-31 00:00:00;Cumberland County;966.0;369.0;4142.0;4511.0;211163.0;9613.0;18.0;8.0;51.0;59.0;-484.0;-42.0;2023;12
2024-01-31 00:00:00;Henderson County;587.0;280.0;3001.0;3281.0;98730.0;6740.0;37.0;10.0;55.0;65.0;354.0;42.0;2024;01
2024-01-31 00:00:00;Martin County;8.0;15.0;171.0;186.0;18808.0;1178.0;-1.0;0.0;-2.0;-2.0;2.0;-9.0;2024;01
2024-01-31 00:00:00;Wayne County;229.0;87.0;1257.0;1344.0;92845.0;5249.0;13.0;2.0;28.0;30.0;241.0;36.0;2024;01
2024-02-28 00:00:00;Cumberland County;990.0;378.0;4227.0;4605.0;211808.0;9576.0;0.0;14.0;57.0;71.0;406.0;-39.0;2024;02
2024-02-28 00:00:00;Wilson County;138.0;50.0;941.0;991.0;62829.0;4377.0;7.0;-1.0;24.0;23.0;189.0;-29.0;2024;02
2024-03-31 00:00:00;Beaufort County;111.0;30.0;676.0;706.0;40415.0;3653.0;-2.0;2.0;3.0;5.0;143.0;-3.0;2024;03
2024-05-31 00:00:00;Cleveland County;156.0;76.0;1044.0;1120.0;82531.0;5709.0;-3.0;4.0;23.0;27.0;94.0;13.0;2024;05
2024-06-30 00:00:00;Currituck County;157.0;50.0;684.0;734.0;27554.0;2801.0;10.0;2.0;7.0;9.0;-1.0;-15.0;2024;06
2024-06-30 00:00:00;Davie County;173.0;74.0;905.0;979.0;41031.0;3506.0;6.0;0.0;2.0;2.0;-79.0;-39.0;2024;06
2024-07-31 00:00:00;Duplin County;43.0;29.0;461.0;490.0;46027.0;4262.0;7.0;0.0;12.0;12.0;-62.0;-6.0;2024;07
2024-08-31 00:00:00;Polk County;117.0;53.0;623.0;676.0;18741.0;1919.0;4.0;0.0;14.0;14.0;80.0;8.0;2024;08
2024-09-30 00:00:00;Cherokee County;54.0;47.0;409.0;456.0;27023.0;2197.0;3.0;2.0;6.0;8.0;-62.0;-5.0;2024;09
2024-09-30 00:00:00;Cleveland County;178.0;81.0;1106.0;1187.0;82362.0;5667.0;2.0;-1.0;11.0;10.0;-299.0;-29.0;2024;09
2024-09-30 00:00:00;Graham County;18.0;9.0;86.0;95.0;6958.0;894.0;0.0;0.0;1.0;1.0;-73.0;9.0;2024;09
2024-09-30 00:00:00;Lenoir County;90.0;40.0;614.0;654.0;42672.0;3504.0;8.0;2.0;10.0;12.0;19.0;22.0;2024;09
2024-11-30 00:00:00;Perquimans County;33.0;16.0;255.0;271.0;12353.0;980.0;2.0;0.0;-1.0;-1.0;43.0;65.0;2024;11
2024-12-31 00:00:00;Bladen County;41.0;11.0;350.0;361.0;27808.0;1899.0;-2.0;0.0;0.0;0.0;-162.0;-193.0;2024;12
2024-02-28 00:00:00;Anson County;12.0;7.0;144.0;151.0;18347.0;1669.0;1.0;0.0;6.0;6.0;107.0;-3.0;2024;02
2024-02-28 00:00:00;Yancey County;53.0;40.0;368.0;408.0;18313.0;1821.0;1.0;1.0;3.0;4.0;25.0;0.0;2024;02
2024-03-31 00:00:00;Rowan County;376.0;146.0;1795.0;1941.0;116982.0;10827.0;9.0;0.0;37.0;37.0;337.0;23.0;2024;03
2024-04-30 00:00:00;McDowell County;123.0;46.0;579.0;625.0;40315.0;2847.0;-1.0;1.0;9.0;10.0;-112.0;-8.0;2024;04
2024-05-31 00:00:00;Cumberland County;1117.0;417.0;4472.0;4889.0;212910.0;9592.0;33.0;9.0;65.0;74.0;521.0;32.0;2024;05
2024-05-31 00:00:00;Stanly County;141.0;50.0;708.0;758.0;56671.0;5218.0;8.0;0.0;10.0;10.0;46.0;32.0;2024;05
2024-06-30 00:00:00;Surry County;139.0;60.0;970.0;1030.0;69948.0;11249.0;9.0;2.0;17.0;19.0;-192.0;63.0;2024;06
2024-07-31 00:00:00;Davidson County;423.0;180.0;2559.0;2739.0;143315.0;22304.0;20.0;7.0;50.0;57.0;-203.0;204.0;2024;07
2024-07-31 00:00:00;Davie County;179.0;78.0;919.0;997.0;41046.0;3512.0;6.0;4.0;14.0;18.0;15.0;6.0;2024;07
2024-08-31 00:00:00;Wilson County;170.0;56.0;1013.0;1069.0;63055.0;4332.0;8.0;1.0;22.0;23.0;90.0;65.0;2024;08
2024-09-30 00:00:00;Guilford County;3344.0;942.0;12170.0;13112.0;354851.0;20648.0;130.0;5.0;192.0;197.0;-1242.0;-15.0;2024;09
2024-09-30 00:00:00;Lee County;243.0;76.0;1205.0;1281.0;49460.0;3263.0;9.0;1.0;2.0;3.0;-174.0;-27.0;2024;09
2024-10-31 00:00:00;Alleghany County;22.0;17.0;189.0;206.0;11561.0;1325.0;2.0;0.0;1.0;1.0;-12.0;24.0;2024;10
2024-10-31 00:00:00;Burke County;197.0;97.0;1400.0;1497.0;75325.0;4500.0;3.0;5.0;26.0;31.0;-185.0;-10.0;2024;10
2024-10-31 00:00:00;Hoke County;176.0;77.0;996.0;1073.0;41427.0;2124.0;9.0;3.0;21.0;24.0;80.0;-1.0;2024;10
2024-10-31 00:00:00;Macon County;156.0;78.0;746.0;824.0;34406.0;2972.0;3.0;0.0;17.0;17.0;-91.0;4.0;2024;10
2024-10-31 00:00:00;Moore County;731.0;332.0;3502.0;3834.0;90349.0;5269.0;9.0;1.0;90.0;91.0;209.0;48.0;2024;10
2024-11-30 00:00:00;New Hanover County;1582.0;767.0;6767.0;7534.0;167057.0;7553.0;50.0;12.0;123.0;135.0;189.0;209.0;2024;11
2024-11-30 00:00:00;Franklin County;358.0;111.0;1531.0;1642.0;61497.0;3824.0;10.0;4.0;16.0;20.0;87.0;122.0;2024;11
2024-11-30 00:00:00;Columbus County;38.0;28.0;480.0;508.0;44716.0;3047.0;0.0;2.0;11.0;13.0;142.0;190.0;2024;11
2024-12-31 00:00:00;Wake County;21592.0;5186.0;47188.0;52374.0;789027.0;32246.0;523.0;53.0;745.0;798.0;-4161.0;-1195.0;2024;12
2024-12-31 00:00:00;Rutherford County;142.0;65.0;1137.0;1202.0;57702.0;3999.0;10.0;1.0;9.0;10.0;-243.0;-184.0;2024;12
2024-12-31 00:00:00;Pamlico County;39.0;17.0;265.0;282.0;11854.0;942.0;0.0;0.0;6.0;6.0;-9.0;-28.0;2024;12
2024-01-31 00:00:00;Franklin County;242.0;96.0;1237.0;1333.0;58434.0;3902.0;2.0;-1.0;14.0;13.0;304.0;-6.0;2024;01
2024-01-31 00:00:00;Hertford County;16.0;10.0;141.0;151.0;16607.0;1355.0;0.0;1.0;4.0;5.0;-15.0;19.0;2024;01
2024-02-28 00:00:00;Bladen County;26.0;13.0;244.0;257.0;27015.0;2224.0;1.0;0.0;2.0;2.0;91.0;-18.0;2024;02
2024-02-28 00:00:00;Burke County;162.0;92.0;1159.0;1251.0;74905.0;4797.0;0.0;3.0;14.0;17.0;233.0;3.0;2024;02
2024-02-28 00:00:00;Halifax County;53.0;20.0;430.0;450.0;41922.0;2304.0;4.0;1.0;11.0;12.0;119.0;-4.0;2024;02
2024-04-30 00:00:00;Northampton County;18.0;5.0;155.0;160.0;16030.0;1465.0;0.0;1.0;1.0;2.0;-77.0;3.0;2024;04
2024-04-30 00:00:00;Person County;83.0;38.0;526.0;564.0;37723.0;2604.0;2.0;-1.0;-3.0;-4.0;-78.0;5.0;2024;04
2024-05-31 00:00:00;Forsyth County;1808.0;684.0;7795.0;8479.0;269774.0;15187.0;69.0;11.0;149.0;160.0;704.0;57.0;2024;05
2024-06-30 00:00:00;Rowan County;418.0;149.0;1888.0;2037.0;116999.0;10869.0;15.0;4.0;40.0;44.0;-299.0;-39.0;2024;06
2024-07-31 00:00:00;Burke County;202.0;94.0;1227.0;1321.0;74781.0;4858.0;5.0;3.0;22.0;25.0;-144.0;1.0;2024;07
2024-08-31 00:00:00;Beaufort County;121.0;36.0;735.0;771.0;40293.0;3684.0;5.0;-1.0;11.0;10.0;-32.0;12.0;2024;08
2024-09-30 00:00:00;Ashe County;61.0;34.0;485.0;519.0;26266.0;2790.0;6.0;-1.0;16.0;15.0;-150.0;-14.0;2024;09
2024-09-30 00:00:00;Currituck County;177.0;48.0;724.0;772.0;27716.0;2810.0;8.0;-1.0;1.0;0.0;-11.0;3.0;2024;09
2024-10-31 00:00:00;Cabarrus County;2493.0;435.0;5002.0;5437.0;168636.0;8587.0;60.0;9.0;147.0;156.0;5.0;-17.0;2024;10
2024-10-31 00:00:00;Chowan County;32.0;20.0;240.0;260.0;12641.0;947.0;3.0;1.0;5.0;6.0;17.0;-4.0;2024;10
2024-10-31 00:00:00;Johnston County;1137.0;332.0;4655.0;4987.0;183797.0;10664.0;48.0;5.0;83.0;88.0;377.0;71.0;2024;10
2024-10-31 00:00:00;Lincoln County;497.0;183.0;1850.0;2033.0;79663.0;5666.0;14.0;1.0;26.0;27.0;-175.0;-5.0;2024;10
2025-01-31 00:00:00;Camden County;38.0;15.0;264.0;279.0;10019.0;861.0;3.0;1.0;6.0;7.0;-27.0;5.0;2025;01
2025-01-31 00:00:00;Catawba County;723.0;276.0;3375.0;3651.0;142350.0;8906.0;29.0;9.0;88.0;97.0;292.0;-156.0;2025;01
2025-01-31 00:00:00;Graham County;18.0;10.0;97.0;107.0;7080.0;804.0;0.0;-1.0;1.0;0.0;-18.0;8.0;2025;01
2025-01-31 00:00:00;Hyde County;4.0;2.0;52.0;54.0;4035.0;580.0;0.0;0.0;0.0;0.0;-5.0;-8.0;2025;01
2025-01-31 00:00:00;Martin County;17.0;19.0;293.0;312.0;19737.0;1029.0;-2.0;0.0;11.0;11.0;-61.0;5.0;2025;01
2025-01-31 00:00:00;Rockingham County;179.0;57.0;1265.0;1322.0;82033.0;4778.0;7.0;4.0;20.0;24.0;7.0;20.0;2025;01
2025-01-31 00:00:00;Stokes County;77.0;29.0;687.0;716.0;45403.0;3292.0;4.0;-3.0;14.0;11.0;42.0;10.0;2025;01
2025-01-31 00:00:00;Surry County;156.0;55.0;1189.0;1244.0;66745.0;6418.0;8.0;3.0;23.0;26.0;89.0;-154.0;2025;01
2025-01-31 00:00:00;Watauga County;288.0;135.0;1463.0;1598.0;35221.0;2877.0;1.0;5.0;36.0;41.0;-257.0;10.0;2025;01
2025-01-31 00:00:00;Wilkes County;122.0;56.0;1238.0;1294.0;62785.0;4763.0;6.0;2.0;34.0;36.0;-20.0;24.0;2025;01
2025-02-28 00:00:00;Ashe County;72.0;41.0;569.0;610.0;26149.0;2555.0;5.0;-1.0;16.0;15.0;15.0;-21.0;2025;02
2025-02-28 00:00:00;Bladen County;40.0;10.0;357.0;367.0;27594.0;1926.0;2.0;-1.0;7.0;6.0;-135.0;14.0;2025;02
2025-02-28 00:00:00;Caldwell County;189.0;90.0;1253.0;1343.0;71353.0;4724.0;14.0;-1.0;10.0;9.0;-60.0;-296.0;2025;02
2025-02-28 00:00:00;Camden County;39.0;15.0;268.0;283.0;9977.0;844.0;1.0;0.0;4.0;4.0;-42.0;-17.0;2025;02
2025-02-28 00:00:00;Cleveland County;203.0;86.0;1331.0;1417.0;83310.0;5019.0;11.0;-1.0;36.0;35.0;-174.0;-5.0;2025;02
2025-02-28 00:00:00;Dare County;248.0;114.0;1102.0;1216.0;37854.0;2737.0;7.0;-1.0;1.0;0.0;-158.0;16.0;2025;02
2025-02-28 00:00:00;Davidson County;528.0;180.0;3119.0;3299.0;146036.0;9736.0;14.0;4.0;52.0;56.0;-126.0;50.0;2025;02
2025-02-28 00:00:00;Gates County;17.0;7.0;136.0;143.0;10107.0;836.0;0.0;0.0;4.0;4.0;4.0;-1.0;2025;02
2025-02-28 00:00:00;Johnston County;1299.0;350.0;5099.0;5449.0;183857.0;10715.0;22.0;-4.0;98.0;94.0;-384.0;-36.0;2025;02
2025-02-28 00:00:00;Jones County;15.0;5.0;126.0;131.0;8652.0;700.0;1.0;0.0;3.0;3.0;-34.0;-1.0;2025;02
2025-02-28 00:00:00;Macon County;166.0;81.0;802.0;883.0;34377.0;3021.0;1.0;0.0;18.0;18.0;-42.0;1.0;2025;02
2025-02-28 00:00:00;Pamlico County;48.0;19.0;273.0;292.0;11814.0;946.0;4.0;2.0;7.0;9.0;-44.0;-9.0;2025;02
2025-02-28 00:00:00;Rutherford County;152.0;69.0;1166.0;1235.0;57578.0;3987.0;-2.0;2.0;17.0;19.0;-48.0;-1.0;2025;02
2025-02-28 00:00:00;Watauga County;298.0;132.0;1494.0;1626.0;35102.0;2835.0;10.0;-3.0;31.0;28.0;-119.0;-42.0;2025;02
2025-03-31 00:00:00;Burke County;229.0;95.0;1513.0;1608.0;75367.0;4617.0;3.0;3.0;25.0;28.0;208.0;29.0;2025;03
2025-03-31 00:00:00;Carteret County;378.0;163.0;1904.0;2067.0;64342.0;4264.0;9.0;4.0;69.0;73.0;100.0;15.0;2025;03
2025-03-31 00:00:00;Chatham County;1562.0;519.0;4199.0;4718.0;68182.0;4358.0;54.0;13.0;94.0;107.0;194.0;6.0;2025;03
2025-03-31 00:00:00;Currituck County;166.0;53.0;827.0;880.0;27875.0;2493.0;1.0;1.0;14.0;15.0;121.0;22.0;2025;03
2025-03-31 00:00:00;Davidson County;552.0;178.0;3207.0;3385.0;146683.0;9881.0;24.0;-2.0;88.0;86.0;647.0;145.0;2025;03
2025-03-31 00:00:00;Greene County;30.0;8.0;203.0;211.0;15459.0;1196.0;1.0;0.0;1.0;1.0;1.0;-103.0;2025;03
2025-03-31 00:00:00;Stanly County;178.0;61.0;937.0;998.0;58255.0;4906.0;0.0;3.0;24.0;27.0;285.0;102.0;2025;03
2025-03-31 00:00:00;Washington County;13.0;8.0;107.0;115.0;9447.0;654.0;0.0;2.0;2.0;4.0;72.0;7.0;2025;03
2025-04-30 00:00:00;Anson County;26.0;10.0;215.0;225.0;18899.0;1371.0;2.0;1.0;11.0;12.0;-67.0;4.0;2025;04
2025-04-30 00:00:00;Cabarrus County;2984.0;506.0;5700.0;6206.0;169104.0;8670.0;68.0;18.0;176.0;194.0;225.0;28.0;2025;04
2025-04-30 00:00:00;Caswell County;35.0;17.0;339.0;356.0;21427.0;1384.0;2.0;0.0;9.0;9.0;12.0;-10.0;2025;04
2025-04-30 00:00:00;Chowan County;37.0;18.0;253.0;271.0;12602.0;922.0;3.0;1.0;1.0;2.0;20.0;13.0;2025;04
2025-04-30 00:00:00;Currituck County;176.0;54.0;849.0;903.0;27975.0;2529.0;10.0;1.0;22.0;23.0;100.0;36.0;2025;04
2025-04-30 00:00:00;Dare County;271.0;113.0;1156.0;1269.0;37976.0;2755.0;21.0;-2.0;19.0;17.0;-6.0;2.0;2025;04
2025-04-30 00:00:00;Franklin County;442.0;110.0;1706.0;1816.0;61911.0;3749.0;18.0;-2.0;17.0;15.0;136.0;-8.0;2025;04
2025-04-30 00:00:00;Harnett County;728.0;216.0;2892.0;3108.0;107349.0;6361.0;41.0;10.0;89.0;99.0;351.0;30.0;2025;04
2025-04-30 00:00:00;Lincoln County;594.0;207.0;2150.0;2357.0;79740.0;5603.0;18.0;4.0;61.0;65.0;-45.0;10.0;2025;04
2025-04-30 00:00:00;Macon County;183.0;87.0;835.0;922.0;34628.0;3029.0;6.0;5.0;13.0;18.0;117.0;11.0;2025;04
2025-04-30 00:00:00;Madison County;104.0;46.0;570.0;616.0;20431.0;1967.0;1.0;0.0;15.0;15.0;1.0;-6.0;2025;04
2025-04-30 00:00:00;Mitchell County;43.0;21.0;289.0;310.0;14769.0;1178.0;1.0;0.0;6.0;6.0;-22.0;32.0;2025;04
2025-04-30 00:00:00;Northampton County;28.0;10.0;228.0;238.0;16391.0;1214.0;3.0;0.0;10.0;10.0;-8.0;1.0;2025;04
2025-04-30 00:00:00;Pender County;338.0;153.0;1647.0;1800.0;58026.0;3997.0;10.0;3.0;34.0;37.0;58.0;4.0;2025;04
2025-04-30 00:00:00;Robeson County;129.0;49.0;1453.0;1502.0;95663.0;4855.0;-1.0;0.0;39.0;39.0;122.0;23.0;2025;04
2025-04-30 00:00:00;Rockingham County;211.0;62.0;1365.0;1427.0;82587.0;4804.0;17.0;3.0;37.0;40.0;-19.0;8.0;2025;04
